epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,1457.44,0.71089,0.66133,1.11538,0.51908,0.40126,0.42652,0.28535,1.27513,1.35181,1.75729,0.000268938,0.000268938,0.000268938
84,1474.66,0.7129,0.68643,1.11286,0.58809,0.37986,0.44046,0.28882,1.2839,1.37629,1.78759,0.000254791,0.000254791,0.000254791
85,1491.93,0.71488,0.65061,1.11939,0.51078,0.45232,0.44813,0.29724,1.23255,1.37834,1.7041,0.000240644,0.000240644,0.000240644
86,1509.11,0.69249,0.64013,1.11042,0.6262,0.43778,0.48201,0.30571,1.23703,1.24373,1.7243,0.000226497,0.000226497,0.000226497
87,1526.51,0.68434,0.61656,1.10175,0.50574,0.43718,0.43554,0.275,1.2868,1.41689,1.7981,0.000212349,0.000212349,0.000212349
88,1543.65,0.68088,0.62467,1.10163,0.5438,0.41419,0.43161,0.28289,1.26176,1.2868,1.75298,0.000198202,0.000198202,0.000198202
89,1561.01,0.69378,0.63111,1.10748,0.52379,0.39989,0.40504,0.26736,1.37952,1.36727,1.84323,0.000184055,0.000184055,0.000184055
90,1578.17,0.66539,0.599,1.0887,0.62172,0.39274,0.43757,0.28558,1.31736,1.402,1.81461,0.000169908,0.000169908,0.000169908
91,1596.76,0.51958,0.45257,0.98509,0.56786,0.40985,0.42518,0.28182,1.30103,1.30821,1.79584,0.000155761,0.000155761,0.000155761
92,1613.79,0.50866,0.41489,0.97168,0.60826,0.41625,0.45165,0.28964,1.33226,1.31209,1.82303,0.000141614,0.000141614,0.000141614
93,1631.12,0.50636,0.41512,0.98647,0.45487,0.46485,0.44769,0.29209,1.29587,1.37079,1.80098,0.000127467,0.000127467,0.000127467
94,1648.29,0.4992,0.42293,0.98482,0.46453,0.42696,0.44681,0.29465,1.29157,1.42364,1.7915,0.00011332,0.00011332,0.00011332
95,1665.33,0.4924,0.40312,0.973,0.59443,0.3994,0.44378,0.29778,1.3251,1.38435,1.85184,9.91726e-05,9.91726e-05,9.91726e-05
96,1682.46,0.48939,0.39705,0.97337,0.57552,0.45555,0.46011,0.30505,1.30569,1.28728,1.85272,8.50255e-05,8.50255e-05,8.50255e-05
97,1699.6,0.46933,0.38646,0.95483,0.57432,0.37662,0.41948,0.28751,1.32515,1.41057,1.87897,7.08784e-05,7.08784e-05,7.08784e-05
98,1716.82,0.47166,0.38376,0.97119,0.51716,0.43454,0.45429,0.29739,1.30204,1.4288,1.81773,5.67313e-05,5.67313e-05,5.67313e-05
99,1733.9,0.46212,0.38511,0.94748,0.57694,0.43632,0.43739,0.29767,1.28244,1.32115,1.82199,4.25842e-05,4.25842e-05,4.25842e-05
100,1751.23,0.44787,0.36419,0.94337,0.52389,0.40633,0.43839,0.29978,1.258,1.30567,1.79068,2.84371e-05,2.84371e-05,2.84371e-05
